,open,high,low,close,volume
2023-06-07 16:36:00,1848.59,1848.69,1848.04,1848.48,10.75286
2023-06-07 16:37:00,1848.28,1848.77,1847.81,1848.2,17.46788
2023-06-07 16:38:00,1848.17,1848.62,1847.67,1848.22,8.21735
2023-06-07 16:39:00,1848.23,1848.82,1847.51,1848.82,9.70782
2023-06-07 16:40:00,1848.83,1848.86,1847.01,1847.01,9.07078
2023-06-07 16:41:00,1846.75,1846.78,1844.43,1844.55,7.79467
2023-06-07 16:42:00,1844.57,1844.69,1841.05,1843.01,20.36801
2023-06-07 16:43:00,1842.93,1843.85,1841.82,1842.2,13.34804
2023-06-07 16:44:00,1841.4,1841.46,1840.08,1840.09,15.01488
2023-06-07 16:45:00,1840.15,1842.88,1838.69,1841.38,32.93127
2023-06-07 16:46:00,1841.19,1843.0,1841.15,1842.23,20.77995
2023-06-07 16:47:00,1842.48,1843.33,1840.36,1840.79,13.73102
2023-06-07 16:48:00,1840.8,1842.0,1839.29,1842.0,22.01894
2023-06-07 16:49:00,1842.05,1842.56,1841.51,1841.93,12.2689
2023-06-07 16:50:00,1841.94,1841.97,1839.26,1839.92,9.42767
2023-06-07 16:51:00,1839.94,1839.99,1836.27,1837.86,15.29978
2023-06-07 16:52:00,1837.99,1839.84,1837.99,1839.27,20.47016
2023-06-07 16:53:00,1839.33,1840.19,1839.2,1839.72,13.26031
2023-06-07 16:54:00,1839.43,1839.67,1838.05,1839.67,13.72798
2023-06-07 16:55:00,1839.81,1850.07,1834.99,1838.15,31.46389
2023-06-07 16:56:00,1838.23,1838.6,1837.02,1838.19,16.86979
2023-06-07 16:57:00,1837.97,1838.01,1837.01,1838.01,11.57122
2023-06-07 16:58:00,1837.51,1838.09,1837.01,1838.09,9.85382
2023-06-07 16:59:00,1837.83,1839.27,1837.83,1839.22,12.0132
2023-06-07 17:00:00,1838.04,1838.04,1834.92,1834.92,19.29042
2023-06-07 17:01:00,1836.04,1836.35,1834.54,1836.35,20.33159
2023-06-07 17:02:00,1836.5,1842.36,1836.5,1839.03,26.44098
2023-06-07 17:03:00,1839.08,1840.76,1836.54,1840.47,46.6425
2023-06-07 17:04:00,1840.24,1841.04,1837.04,1841.04,28.39467
2023-06-07 17:05:00,1841.19,1841.37,1839.7,1839.72,9.31844
2023-06-07 17:06:00,1839.36,1841.08,1839.14,1841.08,12.17756
2023-06-07 17:07:00,1841.11,1841.16,1838.04,1840.56,50.29628
2023-06-07 17:08:00,1840.56,1841.23,1840.01,1841.23,13.86281
2023-06-07 17:09:00,1841.26,1841.26,1840.27,1840.27,5.14418
2023-06-07 17:10:00,1839.82,1839.84,1838.69,1839.17,10.61263
2023-06-07 17:11:00,1839.27,1841.38,1839.27,1840.51,17.34309
2023-06-07 17:12:00,1840.51,1840.62,1838.67,1838.67,8.8076
2023-06-07 17:13:00,1838.54,1838.54,1834.54,1834.54,10.74917
2023-06-07 17:14:00,1833.9,1836.19,1833.44,1835.06,22.40165
2023-06-07 17:15:00,1835.13,1837.17,1833.72,1837.17,17.55937
2023-06-07 17:16:00,1837.37,1838.9,1836.66,1837.29,16.14737
2023-06-07 17:17:00,1837.3,1838.6,1837.3,1838.6,13.15216
2023-06-07 17:18:00,1838.37,1840.21,1838.35,1840.2,14.76226
2023-06-07 17:19:00,1840.22,1841.32,1839.85,1839.92,9.18327
2023-06-07 17:20:00,1839.79,1840.95,1839.37,1839.69,8.73855
2023-06-07 17:21:00,1839.73,1840.01,1839.73,1840.01,5.40695
2023-06-07 17:22:00,1839.17,1840.75,1839.17,1840.75,9.93962
2023-06-07 17:23:00,1840.78,1841.51,1840.78,1841.12,13.26473
2023-06-07 17:24:00,1840.86,1841.42,1840.37,1840.64,9.96832
2023-06-07 17:25:00,1840.34,1840.34,1835.96,1836.33,7.53839
